VSID,PSID,REZNR,PZNEZD,ZAEHLER,EINHEIT,FAKTOR,FAKTORKENNZEICHEN,BJAHR,DATENMODELL,BNR
5787701,EC97CE6FDD9A6EFA2D6C,860475583,31437572,,St,2,XX,2023,3,MEIPTDZJ
3178113,8734C5F7DF8BBD070EA2,340617786,78079526,,St,1,XX,2022,3,R0CJ1G5S
9366799,A365CD0F9E25FE46E64E,642512385,77189592,,mg,2,XX,2023,3,7OY5UD23
3639596,9B91BEA834E098B2349E,964246538,34783877,,St,3,XX,2022,3,LLHJN9TK
3860411,8E17FA9DCE2D9D14E691,248625061,73942416,,St,1,XX,2020,3,Q6OO1CUG
8594334,D1C896D5CE8878999F67,910101399,31516289,,mg,3,XX,2023,3,R99PUOSB
9333467,E78631011FB512BCE183,990579126,75420264,,St,3,XX,2022,3,UP6E2ZR6
2726680,51D3EBF72551DB32632B,260723736,75296456,,St,2,XX,2019,3,O9HX4OPX
4062053,FE74337C3C8D9973F9EE,243716058,77553092,,St,1,XX,2021,3,VGYX6SSM
1795091,D34E61B8681FA66E5DAB,821315686,74704609,2,St,1,XX,2019,3,QATOGKDS
8181556,B5398C31405569C37AEF,626082073,38765674,,ml,3,XX,2022,3,KW1XS7PM
3008548,D56FC983098E2D9AA5A6,130259982,34119627,,mg,1,XX,2019,3,ULELL5B7
4216612,1196237330DE34A9CEE9,429665541,74263935,,g,2,XX,2022,3,LQW69CB6
5416814,E3EE62120AAE5CEA757C,688008054,77467964,,St,1,XX,2023,3,R1J8XDDP
3055806,D70126E9F51A9474965A,692961036,72664386,,mg,3,XX,2022,3,6RNKX329
9879553,23FF5A1E1E6A5ED10300,302184879,35951657,,St,1,XX,2021,3,TTR9X8V7
3433248,23FEC02D28926B6EAC63,886875383,74364889,,St,1,XX,2021,3,8XW1DG39
1717235,0E51857EA18274626F32,806916345,31252413,,St,1,XX,2022,3,LVRZ4EE0
5420561,C83A66D041AC68F9E638,873677491,34673456,,St,1,XX,2022,3,IPUAFN26
2057184,D4CDCDB234028AA84D92,332664913,72713373,,mg,3,XX,2022,3,59RX89R4
7400222,16A53DED570A73349FB8,674433697,38769871,,St,2,XX,2019,3,31N1W5W7
1731804,271F2FC51A6DD6322BB4,962820598,34525141,,mg,2,XX,2021,3,1PQBPAD5
6470174,9290E4B383652B4EAAC9,774510189,79817045,,mg,2,XX,2019,3,ZSKKFPV1
7848834,4AD6A7EF09B10A9264EE,124448053,38142911,,St,2,XX,2022,3,M5YBJA82
2434373,35852CEDE314A052774F,830660681,37568924,,St,1,XX,2023,3,DHLXXZA7
5635610,E1A6A458FCCFBF5D16EF,302149860,78457615,,ml,1,XX,2019,3,AP83O1QB
1999810,91829F6D69EC8E447E40,645632943,37458980,,mg,3,XX,2022,3,M889HCPP
8245049,62045154FEC51B1DD9E8,245862890,32646076,,mc,1,XX,2021,3,CCHMSLBD
1243459,FF44E0B0875967A00DB3,849392373,31285347,,g,1,XX,2023,3,AOQFXWQX
8499833,B0AC059A3C7D01BE5CE0,607152143,78295853,,St,1,XX,2021,3,9FN4U4IL
5443101,359E35454318DE94F541,322424675,74962335,,St,1,XX,2021,3,CSNJL5IQ
3791971,5CA95E837A81EA68B42F,113305199,35902765,,mg,1,XX,2022,3,MXP2MAAU
2261012,5A38A21390B18493BC7A,333555382,71233374,,St,1,XX,2021,3,T4VR7ZEP
4179500,6B6527527693BF2FF740,247468871,39545427,,St,4,XX,2022,3,WO80ZZZN
1842975,CEF226DC42E0D9FD43C0,253866959,77572402,,mg,3,XX,2023,3,US2ABDC4
2225603,0FFAB9502C7380E2D866,690694064,74856973,,St,1,XX,2022,3,IP58WDEI
1128093,53443A8345D8B1379071,571382808,33478230,,St,2,XX,2022,3,OHZ1J65N
1215420,B8E864786E43ADD59BC5,381125316,33647413,,St,1,XX,2020,3,3B0X4Q26
7280282,D081E687FBA13CFB4648,970848893,36435477,,mg,3,XX,2021,3,GE1TTP4A
9779214,6D77FB4D357F5341CCB3,340401515,73559298,,mc,1,XX,2019,3,AB2PZD66
1377672,E9C9D3E821691FDEB2F9,390813611,75401092,,St,1,XX,2022,3,I2CAY6MI
7434402,C9924CC60E201B5F6649,370888008,34126596,,St,2,XX,2022,3,JYT58LJI
9154286,FE2C2F42102D6F786DD5,404256510,71329719,,St,1,XX,2022,3,H4EP0OTI
2930784,49E01BFF4CD13C5CCB4C,616000887,72302042,,mg,2,XX,2023,3,8DP47S4A
7488234,1B94929C701D16AB4677,445729804,76856158,,mg,2,XX,2022,3,F551N00N
7996557,D70B1D4EC4FC8DE08237,326355239,78883460,,St,1,XX,2022,3,BUC47HOR
4747584,761BB7ADBAFAD13CEC36,920224118,33539761,,St,2,XX,2021,3,6TBL5MOJ
8345998,3AA64E465F9A8D3AE8BA,763875404,37386145,,St,1,XX,2021,3,VN72O1NO
1345343,234486366AA2A6102C6A,594197867,39464976,1,St,3,XX,2021,3,A3OHBTLS
9002789,429FDDFED3542B46D228,566475803,73837737,,St,2,XX,2022,3,0NMOBH0W
8191424,F75082ECA46A91C3909D,267303201,33018323,,St,3,XX,2022,3,KEPYGJZL
7792924,5E4E4FC39F77F297EA7A,180561980,36592326,,St,2,XX,2022,3,4978QW6R
3153954,5CF2B9CD14C273DB58E4,107261422,74569275,,St,1,XX,2022,3,V8TUV7MH
1099685,8E25DCB76E44D4524148,452338101,74538871,,mg,1,XX,2021,3,7L0UJI6T
3096795,6EBBF9E30005151CF700,543519176,78413857,,mg,3,XX,2023,3,VFWYICPQ
7634637,48FC1CC19C1785768C8B,587126006,73904832,,St,3,XX,2021,3,AMVJBKRH
5521842,AA6B9FDDD5A231D5DE6B,559215130,34919735,,mg,2,XX,2022,3,LVK4JJ8L
2930784,49E01BFF4CD13C5CCB4C,616000887,78586443,,St,2,XX,2023,3,8DP47S4A
8055330,69AA63FC250839D679C0,245416449,34416649,,St,1,XX,2021,3,3YV5MQJS
1566536,89346F5A00C05CDB020C,769531485,32915281,,St,1,XX,2022,3,QCO5HYY4
4862213,E2D0A886103605FF7DD9,614006818,78866344,,St,2,XX,2021,3,OBRRPUPQ
3339405,E5057391CFF05A4A415D,134813898,71389910,,mc,3,XX,2023,3,W3FZKO2Z
3153954,5CF2B9CD14C273DB58E4,107261422,78513408,,St,1,XX,2022,3,V8TUV7MH
8055330,69AA63FC250839D679C0,245416449,36536701,,ml,1,XX,2021,3,3YV5MQJS
6601639,6DECA405EC1B526A1195,157123868,36709188,,St,1,XX,2022,3,QCM40HU0
2932633,F9A29B7FC6D6BDBB86B0,574782390,33188256,,St,3,XX,2022,3,TQ7FKYVF
5750122,94EB6605347BC2F74AEC,739798014,77651739,,St,1,XX,2021,3,0M6BQUO1
2320769,84CAFE476F1CAE103085,987347019,73298257,,St,1,XX,2022,3,0LBZH8VQ
5854791,4FF4385962EDD9902FC1,938920965,33173747,,St,1,XX,2022,3,DMIGFV3R
4506719,D804FE498E8932D22721,156024153,31951677,,St,1,XX,2021,3,5EZHDMLO
8949704,FD1948A1A61476AADC93,583181651,31054741,,St,1,XX,2022,3,SQOW53JD
8596296,9905FC0252388DE43DCD,800520867,71126783,,ml,3,XX,2021,3,EBAT3IM2
2937653,38348A5A194DF4DE5851,777352839,36058511,,St,3,XX,2021,3,ECDI6NVU
3663145,4964BDA10CAA01935761,303753022,77022267,,mg,2,XX,2022,3,JJGZIDXE
7996557,D70B1D4EC4FC8DE08237,589024952,39250327,,mg,2,XX,2022,3,BUC47HOR
4486620,86AA2AF0DE94D6D886B7,622406043,75564430,,St,1,XX,2023,3,P2RTUTHM
9672514,8B4E345DBAF0F0DE54F3,927892154,33884205,,mg,2,XX,2022,3,MY5KI7CL
2728738,1AB13AADA4D2E4E7330D,765892356,37960304,,g,1,XX,2021,3,R7DQ6DO6
1116902,F81AF07DA8B4DE15EAD4,966481161,38846125,,mg,1,XX,2022,3,UUVQOS4F
7908902,2B9261A790EF160DC08D,608336971,79686370,,St,1,XX,2020,3,NS6D92ZY
5785826,9510317E0ECE2A1D9918,791245933,79666732,,St,3,XX,2023,3,JMPCBY6U
1340626,0F81BE49017178EF25B2,572310970,72778079,,St,1,XX,2022,3,7BQREO8G
5854791,4FF4385962EDD9902FC1,135255505,39688152,,St,1,XX,2022,3,DMIGFV3R
6850211,322B66089D01BE25B7DB,448408075,31740612,,mg,1,XX,2021,3,UPR4EQ9I
4136867,C2FC2459CABC6BBC7326,216918975,31029763,,St,1,XX,2022,3,MS5SV6W8
9813091,617CB3C48B9FBF22BF48,531014458,73681094,,mg,2,XX,2019,3,NYEIXTMR
4525114,A4EA8C5DFF485EC1A981,456194486,75769758,,ml,3,XX,2022,3,PFZIO4CE
9133718,03BCB4C3372B085C75C9,631941800,39070762,,St,3,XX,2022,3,KFOB723Y
3820556,0C39D1CC19E31FD6F0DF,509803288,79869690,,mc,3,XX,2019,3,UIIA1EL6
5521842,AA6B9FDDD5A231D5DE6B,559215130,38273966,,mg,1,XX,2022,3,LVK4JJ8L
6777689,E6093266E179E720A34A,433104214,75724529,,mg,3,XX,2022,3,WE9TLCX8
3176917,FC91952CDB23F248526C,546041200,75798488,,St,2,XX,2023,3,3D4IPVMH
3253107,7A6B6380343437D5EE79,991531993,73361777,,g,1,XX,2023,3,O5B5IJ1V
5160772,48231B8881247024C769,288824736,73926697,,St,1,XX,2021,3,L8V1QV6Q
8181556,B5398C31405569C37AEF,626082073,75995162,,St,1,XX,2022,3,KW1XS7PM
7794508,63A52BAA94CA64F20FC9,128098719,75073575,,mg,1,XX,2021,3,JCKIXF1Z
7895620,6C64D953FC882B516143,556854690,79434212,,mg,2,XX,2022,3,EJPA5BMH
7664909,1D6592663CFE1EDDF973,657105434,32559883,,St,1,XX,2023,3,3ZAAMQS4
4907416,3185903EF1CBDA9C80F6,202035455,75966679,,mg,4,XX,2019,3,29AY65OT
2993223,565C065919F51FBE8581,538639002,38735576,,St,1,XX,2022,3,9UWERK52
7537073,247E20F6C10A73373769,754230439,33958331,,mg,3,XX,2021,3,CLZ2E61G
7550837,27ADFB1211E9B925AEE2,780823617,36692804,,mg,2,XX,2023,3,DRMVR3JU
3684179,D254C9E510A2CE965CB4,305228806,78529217,,St,3,XX,2021,3,G3LHWMI7
5227970,54FBCCF524F536638B5D,169204077,75579258,,mg,3,XX,2022,3,XNLTAN6C
6344225,0D6BDA70CFEBBC6F1750,409215955,75470769,,mg,1,XX,2022,3,VHKD68GP
5635610,E1A6A458FCCFBF5D16EF,981167788,31881364,,St,3,XX,2019,3,AP83O1QB
3652046,C0ADC96861164AF7F1AF,458421233,36687531,,mg,3,XX,2021,3,2VBTCGTJ
4277559,B7771B3914E171B66BB7,544923904,38739155,2,St,4,XX,2022,3,VBMRIDYU
9746750,79AF98330C6CBEF90151,955732214,38214682,,St,2,XX,2021,3,FHUU7QPH
2993223,565C065919F51FBE8581,538639002,31421529,,ml,1,XX,2022,3,9UWERK52
6477499,164062299DB432E9C9C6,349057190,33658348,2,ml,2,XX,2021,3,IKP21DSP
4041294,C2953ABDE4D5B3E89E28,628282740,77842910,,ml,3,XX,2019,3,GADIG7QP
7537073,247E20F6C10A73373769,447226913,74280670,,mg,3,XX,2021,3,CLZ2E61G
8158220,44DF58667C1C898885D1,218526518,34180990,,mg,3,XX,2021,3,4N20YBGU
2985581,CF4EBD8E37798E25F5F6,435517714,74433898,,St,1,XX,2022,3,JHZRS1UO
6042821,375785417C20BC696B16,312606688,78005048,,St,1,XX,2023,3,D5T7C035
6723141,FFAADE1BAE8154F8C8B0,849874493,75456301,,St,1,XX,2020,3,N4M0JGRB
1344722,C67DE984CE7373294D29,419084522,35097421,,St,2,XX,2022,3,B2LYCKHT
8572207,BC4CD222F53437B7874C,665703120,71345848,,St,1,XX,2022,3,1HU2JALA
9315483,AD4A3DB8E48D3CB99D3F,406508022,75281250,,St,3,XX,2020,3,HNQ30KGS
6521785,40406180DDD1C1E61086,801326077,34892069,,St,2,XX,2022,3,Z65CAEDS
1121312,4E9DA612DDF8103F02FE,386885653,76233322,,mg,1,XX,2023,3,N1J2B1MG
4987586,2734C1DB1FD03FA1CA1F,916439338,72037658,,St,1,XX,2022,3,ARRPHZ0W
6364361,D203371106E83D8B078F,424479435,33246264,,St,3,XX,2021,3,SNZP2OIL
3096795,6EBBF9E30005151CF700,543519176,31404400,,St,1,XX,2023,3,VFWYICPQ
9789333,D9BC0FD09653F37DFAF7,176621563,76308449,,mg,1,XX,2022,3,VCLIW6WO
6344225,0D6BDA70CFEBBC6F1750,409215955,71835334,,St,1,XX,2022,3,VHKD68GP
7311014,E90FDB705DA8DC5BF52D,392228003,79132932,,St,3,XX,2022,3,EBO1C2MG
5503803,5A0512E45B1BA6CAFF98,915644490,37306167,,St,2,XX,2023,3,RJ6G89UB
7794508,63A52BAA94CA64F20FC9,426777835,37753233,,St,1,XX,2021,3,JCKIXF1Z
9084114,7E2BFA3CB0293398916B,635009852,71045160,,St,1,XX,2021,3,ELESQ5BO
7331503,2748E032F71555803995,334919244,34877929,,St,1,XX,2019,3,4G2CBQBQ
9401535,BC13B83CE325A14F735A,318428216,78597137,,mg,3,XX,2022,3,ZJ7KSNN8
1377672,E9C9D3E821691FDEB2F9,390813611,75617626,,g,1,XX,2022,3,I2CAY6MI
5785826,9510317E0ECE2A1D9918,791245933,73828333,,St,3,XX,2023,3,JMPCBY6U
8137799,7B7AEF51C31D5FCA443E,530503258,75569622,,St,2,XX,2023,3,TQ3WD0VG
5395604,363A4E29B4FD519B4689,406318860,72877255,,St,1,XX,2022,3,TO2Y9TW8
8596296,9905FC0252388DE43DCD,800520867,36441664,,St,1,XX,2021,3,EBAT3IM2
7574236,D44C9ADD84DECBB2CD3D,501134431,35588213,,St,2,XX,2022,3,WRBB2QN9
4826076,78BB7234BB391EC6B882,497741038,77567828,,St,1,XX,2023,3,19FSRE8P
1841331,5624C0E7F4798F30BA4F,751323246,79481749,,mg,2,XX,2022,3,PZPXGE5D
3253107,7A6B6380343437D5EE79,868349082,76015947,1,mg,1,XX,2023,3,O5B5IJ1V
4844722,FB84CFB0AEFA881E9538,553584997,71832439,,St,2,XX,2023,3,ECWQUJPR
4216612,1196237330DE34A9CEE9,103539922,73705177,,mg,2,XX,2022,3,LQW69CB6
8303242,599134CF2FBFCC0FEC6E,440386351,32729053,,mg,3,XX,2021,3,X1GSZA5U
8054422,044603B788CB3A4110AA,882158830,39927716,,mg,1,XX,2021,3,H8WV5FQL
3450708,85EC7C37429705BE4312,729277627,36416379,,St,2,XX,2023,3,R44CLP64
2027074,215909E836B35680FDD0,283199451,32875079,,ml,3,XX,2022,3,LA2PUZD7
7855324,194BE497753E43A3AEFE,955258809,78876662,,St,1,XX,2021,3,2MDNMCZG
7700845,5B13EC6E1618D458423D,475176449,76417703,,St,1,XX,2020,3,WQRD7VPR
7858801,ACD8882B726F41C942B2,639957668,71244379,,St,3,XX,2023,3,5XNQ5UA8
4926238,EF49694E48DDAE11B1F3,395675862,72863110,,St,2,XX,2020,3,TYO3C5R8
